agent_x,agent_y,agent_vx,agent_vy,agent_heading,lidar_0,lidar_1,lidar_2,lidar_3,lidar_4,lidar_5,lidar_6,lidar_7,lidar_8,lidar_9,lidar_10,lidar_11,lidar_12,lidar_13,lidar_14,lidar_15,car1_rel_x,car1_rel_y,car1_rel_vx,car1_rel_vy,car2_rel_x,car2_rel_y,car2_rel_vx,car2_rel_vy,car3_rel_x,car3_rel_y,car3_rel_vx,car3_rel_vy,car4_rel_x,car4_rel_y,car4_rel_vx,car4_rel_vy,car5_rel_x,car5_rel_y,car5_rel_vx,car5_rel_vy,ped1_rel_x,ped1_rel_y,ped2_rel_x,ped2_rel_y,ped3_rel_x,ped3_rel_y,ped4_rel_x,ped4_rel_y,ped5_rel_x,ped5_rel_y,tl_red,tl_yellow,tl_green,tl_ttc,temperature,traffic_density,pedestrian_density,driver_impatience,npc_color,npc_size,roughness,action_accel,action_steer,reward,done
550.0,270.0,0.0,0.0,3.1415927,53.75,61.875,78.125,135.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,135.0,78.125,61.875,110.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,-270.0,-330.0,0.0,0.0,-150.0,-20.0,-150.0,-20.0,-300.0,-70.0,-300.0,-70.0,-300.0,-70.0,1.0,0.0,0.0,0.0,-10,1,1,0.24352552685181195,68,3,0.0,-2.057577610015869,-0.011922855861485004,0.10000000149011612,0
550.0,270.0,0.0,0.0,3.1404004,53.75,61.875,78.125,135.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,135.0,78.125,61.875,109.79602,0.0,-0.2039526,-2.497699e-17,169.81464,0.0,-0.18536094,-2.2700169e-17,169.84894,0.0,-0.1510553,-1.849894e-17,169.8628,0.0,-0.13722847,-1.6805642e-17,-270.0,-329.83337,1.02039114e-17,0.16664252,-150.5,-20.0,-150.5,-20.0,-300.0,-69.5,-300.0,-69.5,-300.0,-69.5,1.0,0.0,0.0,0.033333335,-10,1,1,0.24352552685181195,68,3,0.0,1.3267160654067993,-0.8851590156555176,0.1599999964237213,0
549.70123,269.9731,-0.29879364,-0.026876373,3.0518844,53.75,53.75,70.0,110.625,200.0,200.0,200.0,200.0,151.25,200.0,200.0,200.0,200.0,175.625,86.25,61.875,109.68689,0.026885986,-0.4079052,-4.995398e-17,169.74268,0.026885986,-0.37072188,-4.5400337e-17,169.84558,0.026885986,-0.3021106,-3.699788e-17,169.88708,0.026885986,-0.27445695,-3.3611283e-17,-269.70123,-329.47318,2.0407823e-17,0.33328503,-150.70123,-19.973114,-150.70123,-19.973114,-299.70123,-68.973114,-299.70123,-68.973114,-299.70123,-68.973114,1.0,0.0,0.0,0.06666667,-10,1,1,0.24352552685181195,68,3,0.0,0.3787907361984253,-0.23354007303714752,0.18272744119167328,0
549.2902,269.92645,-0.41099623,-0.046667155,3.0285304,53.75,53.75,70.0,110.625,200.0,200.0,200.0,200.0,151.25,200.0,200.0,200.0,200.0,183.75,86.25,61.875,109.48602,0.07354736,-0.6118578,-7.493096e-17,169.5976,0.07354736,-0.55608284,-6.810051e-17,169.8034,0.07354736,-0.45316592,-5.5496818e-17,169.88641,0.07354736,-0.4116854,-5.0416923e-17,-269.29022,-328.9266,3.0611734e-17,0.49992755,-150.79022,-19.926453,-150.79022,-19.926453,-299.29022,-68.42645,-299.29022,-68.42645,-299.29022,-68.42645,1.0,0.0,0.0,0.1,-10,1,1,0.24352552685181195,68,3,0.0,1.5482265949249268,1.5990866422653198,0.24272744357585907,0
548.57666,269.91714,-0.7135763,-0.009321403,3.1285305,53.75,61.875,78.125,135.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,143.125,78.125,61.875,109.38379,0.082855225,-0.8158104,-9.990796e-17,169.5697,0.082855225,-0.7414438,-9.080068e-17,169.91272,0.082855225,-0.6042212,-7.399576e-17,170.05109,0.082855225,-0.5489139,-6.7222566e-17,-268.57666,-328.25073,4.0815646e-17,0.66657007,-150.57666,-19.917145,-150.57666,-19.917145,-298.57666,-67.917145,-298.57666,-67.917145,-298.57666,-67.917145,1.0,0.0,0.0,0.13333334,-10,1,1,0.24352552685181195,68,3,0.0,-0.5140237212181091,0.10311038047075272,0.23039087653160095,0
547.9247,269.91534,-0.6519519,-0.0017936261,3.1388414,53.75,61.875,78.125,143.125,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,143.125,78.125,61.875,109.01599,0.08465576,-1.019763,-1.2488495e-16,169.29486,0.08465576,-0.9268048,-1.1350085e-16,169.80945,0.08465576,-0.75527656,-9.24947e-17,170.0169,0.08465576,-0.6861424,-8.402821e-17,-267.92468,-327.4157,5.1019554e-17,0.83321255,-150.42468,-19.915344,-150.42468,-19.915344,-297.92468,-67.415344,-297.92468,-67.415344,-297.92468,-67.415344,1.0,0.0,0.0,0.16666667,-10,1,1,0.24352552685181195,68,3,0.0,-0.009239470586180687,-0.8408796191215515,0.2301691472530365,0
547.2763,269.8589,-0.6483932,-0.05644786,3.0547535,53.75,61.875,70.0,118.75,200.0,200.0,200.0,200.0,151.25,200.0,200.0,200.0,200.0,175.625,86.25,61.875,108.440674,0.14111328,-1.2237155,-1.4986193e-16,169.09863,0.14111328,-0.8446108,-1.0343499e-16,169.55151,0.14111328,-0.9063319,-1.1099365e-16,169.84192,0.14111328,-0.8233709,-1.0083385e-16,-267.2763,-326.3594,6.122346e-17,0.99985504,-150.2763,-19.858887,-150.2763,-19.858887,-297.2763,-66.85889,-297.2763,-66.85889,-297.2763,-66.85889,1.0,0.0,0.0,0.2,-10,1,1,0.24352552685181195,68,3,0.0,-0.6577495336532593,0.10254144668579102,0.21438315510749817,0
546.70605,269.81512,-0.57023937,-0.04375735,3.0650077,53.75,61.875,78.125,118.75,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,175.625,86.25,61.875,107.58325,0.18487549,-1.4276681,-1.7483892e-16,168.63892,0.18487549,-1.0299717,-1.2613516e-16,169.06439,0.18487549,-1.0573872,-1.2949258e-16,169.4516,0.18487549,-0.96059936,-1.176395e-16,-266.70605,-325.14914,7.142738e-17,1.1664976,-150.20605,-19.815125,-150.20605,-19.815125,-296.70605,-66.315125,-296.70605,-66.315125,-296.70605,-66.315125,1.0,0.0,0.0,0.23333333,-10,1,1,0.24352552685181195,68,3,0.0,-0.23854166269302368,-0.24989651143550873,0.2086581587791443,0
546.1656,269.76004,-0.5404905,-0.055089712,3.040018,61.875,61.875,70.0,118.75,200.0,200.0,200.0,200.0,151.25,200.0,200.0,200.0,200.0,191.875,86.25,61.875,106.49213,0.23995972,-1.6316206,-1.998159e-16,168.24078,0.23995972,-0.9386283,-1.1494882e-16,168.39642,0.23995972,-1.2084426,-1.4799153e-16,168.89423,0.23995972,-1.0978278,-1.3444513e-16,-266.1656,-323.76093,8.163129e-17,1.3331401,-150.16559,-19.76004,-150.16559,-19.76004,-296.1656,-65.76004,-296.1656,-65.76004,-296.1656,-65.76004,1.0,0.0,0.0,0.26666668,-10,1,1,0.24352552685181195,68,3,0.0,-0.36967581510543823,1.1695228815078735,0.19978593289852142,0
545.6667,269.75925,-0.49892905,-0.0007856267,3.140018,61.875,61.875,78.125,143.125,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,143.125,78.125,61.875,105.15546,0.24075317,-1.8355732,-2.2479288e-16,167.53583,0.24075317,-1.3594979,-1.6649048e-16,167.88428,0.24075317,-0.8553857,-1.04754537e-16,168.39026,0.24075317,-1.002899,-1.2281971e-16,-265.6667,-322.26035,9.1835206e-17,1.4997827,-150.16669,-19.759247,-150.16669,-19.759247,-295.6667,-65.25925,-295.6667,-65.25925,-295.6667,-65.25925,1.0,0.0,0.0,0.3,-10,1,1,0.24352552685181195,68,3,0.0,1.0131293535232544,0.4628330171108246,0.2597859501838684,0
544.8685,269.79495,-0.79813135,0.03570719,3.1863012,61.875,61.875,86.25,167.5,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,135.0,78.125,61.875,104.33887,0.2050476,-1.6147261,-1.9774691e-16,167.02692,0.2050476,-1.3070436,-1.6006667e-16,167.64166,0.2050476,-1.0407467,-1.2745472e-16,168.04828,0.2050476,-1.1401275,-1.3962535e-16,-264.86853,-320.6296,1.02039114e-16,1.6664252,-149.86853,-19.794952,-149.86853,-19.794952,-294.86853,-64.79495,-294.86853,-64.79495,-294.86853,-64.79495,1.0,0.0,0.0,0.33333334,-10,1,1,0.24352552685181195,68,3,0.0,-1.061501383781433,0.9799660444259644,0.23578593134880066,0
544.1965,269.8915,-0.6720283,0.09655834,3.284298,61.875,70.0,94.375,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,110.625,70.0,61.875,103.19226,0.10848999,-1.8186786,-2.227239e-16,166.44238,0.10848999,-1.256613,-1.538907e-16,167.3653,0.10848999,-0.9484477,-1.1615134e-16,167.67877,0.10848999,-1.0415411,-1.2755199e-16,-264.19647,-318.8931,1.1224304e-16,1.8330678,-149.69647,-19.89151,-149.69647,-19.89151,-294.19647,-64.39151,-294.19647,-64.39151,-294.19647,-64.39151,1.0,0.0,0.0,0.36666667,-10,1,1,0.24352552685181195,68,3,0.0,-1.0865156650543213,0.45592644810676575,0.2117859423160553,0
543.6474,269.99612,-0.5490503,0.10462448,3.3298905,61.875,70.0,102.5,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,110.625,70.0,61.875,101.71869,0.0038757324,-2.0226312,-2.477009e-16,165.5838,0.0038757324,-1.4076684,-1.7238965e-16,167.05005,0.0038757324,-0.8643343,-1.0585042e-16,167.27637,0.0038757324,-0.9514794,-1.1652262e-16,-263.6474,-316.99802,1.2244694e-16,1.9997103,-149.6474,-19.996124,-149.6474,-19.996124,-293.6474,-63.996124,-293.6474,-63.996124,-293.6474,-63.996124,1.0,0.0,0.0,0.4,-10,1,1,0.24352552685181195,68,3,0.0,0.34490883350372314,-1.6616811752319336,0.2324804961681366,0
542.98755,270.05453,-0.65982187,0.058412787,3.2298906,61.875,70.0,94.375,191.875,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,126.875,78.125,61.875,100.59924,-0.054534912,-1.7792782,-2.1789874e-16,164.89032,-0.054534912,-1.3533554,-1.6573824e-16,166.66022,-0.054534912,-1.0496953,-1.2855059e-16,166.84753,-0.054534912,-1.0887078,-1.3332825e-16,-262.98755,-314.89008,1.3265085e-16,2.1663527,-149.48755,-20.054535,-149.48755,-20.054535,-292.98755,-63.554535,-292.98755,-63.554535,-292.98755,-63.554535,1.0,0.0,0.0,0.43333334,-10,1,1,0.24352552685181195,68,3,0.0,0.2756569981575012,-1.5319972038269043,0.24901989102363586,0
542.2425,270.0458,-0.74504846,-0.00871901,3.1298907,61.875,70.0,86.25,151.25,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,159.375,86.25,70.0,99.361084,-0.045806885,-1.9832307,-2.428757e-16,164.33423,-0.045806885,-1.301138,-1.5934345e-16,166.44867,-0.045806885,-0.9566027,-1.1715004e-16,166.59802,-0.045806885,-0.99456763,-1.2179941e-16,-262.2425,-312.54834,1.4285475e-16,2.3329952,-149.2425,-20.045807,-149.2425,-20.045807,-292.2425,-63.045807,-292.2425,-63.045807,-292.2425,-63.045807,1.0,0.0,0.0,0.46666667,-10,1,1,0.24352552685181195,68,3,0.0,-2.4214963912963867,0.2628650665283203,0.2250199019908905,0
541.61743,270.05493,-0.625033,0.009116398,3.156177,61.875,70.0,86.25,159.375,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,151.25,86.25,70.0,98.241516,-0.05493164,-1.7446182,-2.1365411e-16,163.70837,-0.05493164,-1.2509354,-1.5319541e-16,166.09131,-0.05493164,-1.1317961,-1.3860504e-16,166.20197,-0.05493164,-0.8717661,-1.06760555e-16,-261.61743,-310.05783,1.5305866e-16,2.4996376,-149.11743,-20.054932,-149.11743,-20.054932,-291.61743,-62.55493,-291.61743,-62.55493,-291.61743,-62.55493,1.0,0.0,0.0,0.5,-10,1,1,0.24352552685181195,68,3,0.0,1.55034601688385,-0.727828323841095,0.2850199043750763,0
540.6939,270.00113,-0.9235333,-0.053808928,3.0833943,61.875,70.0,86.25,143.125,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,183.75,94.375,70.0,97.21649,-0.0011291504,-1.9485707,-2.386311e-16,163.22992,-0.0011291504,-1.4019908,-1.7169435e-16,165.9809,-0.0011291504,-1.0339301,-1.2661991e-16,166.06836,-0.0011291504,-1.057127,-1.2946071e-16,-260.6939,-307.5832,1.4823422e-16,2.4208486,-148.69391,-20.00113,-148.69391,-20.00113,-290.6939,-62.00113,-290.6939,-62.00113,-290.6939,-62.00113,1.0,0.0,0.0,0.53333336,-10,1,1,0.24352552685181195,68,3,0.0,1.0097600221633911,0.5163455605506897,0.3450199067592621,0
539.4688,269.9931,-1.2250732,-0.008041305,3.1350288,61.875,70.0,86.25,159.375,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,167.5,86.25,70.0,96.72748,0.0068969727,-1.7141283,-2.0992016e-16,163.10712,0.0068969727,-1.3478968,-1.6506975e-16,166.03485,0.0068969727,-1.1711586,-1.4342556e-16,166.33008,0.0068969727,-0.96337533,-1.1797945e-16,-259.4688,-305.23062,1.4356187e-16,2.3445432,-147.96881,-19.993103,-147.96881,-19.993103,-289.4688,-61.493103,-289.4688,-61.493103,-289.4688,-61.493103,1.0,0.0,0.0,0.56666666,-10,1,1,0.24352552685181195,68,3,0.0,-0.037540022283792496,-0.12691695988178253,0.34411895275115967,0
538.2484,269.9696,-1.2203685,-0.023501758,3.122337,61.875,70.0,86.25,159.375,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,175.625,94.375,70.0,96.029785,0.030395508,-1.9180808,-2.3489717e-16,163.03162,0.030395508,-1.2958901,-1.5870077e-16,166.18536,0.030395508,-1.0698888,-1.310236e-16,166.67255,0.030395508,-0.8779381,-1.07516407e-16,-258.2484,-302.93646,1.3903678e-16,2.270643,-147.24841,-19.969604,-147.24841,-19.969604,-288.2484,-60.969604,-288.2484,-60.969604,-288.2484,-60.969604,1.0,0.0,0.0,0.6,-10,1,1,0.24352552685181195,68,3,0.0,-0.6114902496337891,1.6101486682891846,0.32944318652153015,0
537.1049,270.06213,-1.1434783,0.09253071,3.222337,70.0,78.125,102.5,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,143.125,86.25,70.0,95.48596,-0.06213379,-1.6873068,-2.0663549e-16,162.9292,-0.06213379,-1.2458899,-1.5257751e-16,166.3515,-0.06213379,-0.9773759,-1.1969403e-16,166.75275,-0.06213379,-1.0632991,-1.3021659e-16,-257.10492,-300.5917,1.492407e-16,2.4372854,-146.60492,-20.062134,-146.60492,-20.062134,-287.10492,-60.562134,-287.10492,-60.562134,-287.10492,-60.562134,1.0,0.0,0.0,0.6333333,-10,1,1,0.24352552685181195,68,3,0.0,2.044221878051758,0.9295918941497803,0.38944318890571594,0
535.6795,270.31226,-1.4254373,0.25012442,3.3152964,70.0,78.125,118.75,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,126.875,86.25,70.0,95.02014,-0.31225586,-1.8912593,-2.3161248e-16,162.95764,-0.31225586,-1.3969452,-1.7107645e-16,166.6623,-0.31225586,-1.1146044,-1.3649966e-16,167.20917,-0.31225586,-0.96900004,-1.1866828e-16,-255.6795,-298.48138,1.445366e-16,2.360462,-145.6795,-20.312256,-145.6795,-20.312256,-285.6795,-60.312256,-285.6795,-60.312256,-285.6795,-60.312256,1.0,0.0,0.0,0.6666667,-10,1,1,0.24352552685181195,68,3,0.0,2.2406375408172607,0.4234567880630493,0.44944316148757935,0
533.9729,270.6868,-1.7065966,0.374555,3.357642,70.0,86.25,126.875,200.0,200.0,200.0,200.0,143.125,200.0,200.0,200.0,200.0,200.0,118.75,86.25,70.0,95.06305,-0.6867981,-1.6637123,-2.0374599e-16,163.32123,-0.6867981,-1.3430461,-1.644757e-16,167.35065,-0.6867981,-1.018225,-1.2469659e-16,168.03271,-0.6867981,-0.883064,-1.08144144e-16,-253.9729,-296.56985,1.399808e-16,2.2860599,-144.4729,-20.686798,-144.4729,-20.686798,-283.9729,-60.1868,-283.9729,-60.1868,-283.9729,-60.1868,1.0,0.0,0.0,0.7,-10,1,1,0.24352552685181195,68,3,0.0,-0.037367548793554306,2.103377342224121,0.4485463500022888,0
532.31647,271.22845,-1.6564156,0.54166543,3.457642,78.125,94.375,151.25,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,110.625,78.125,70.0,94.85181,-1.2284546,-1.8676648,-2.2872298e-16,163.68646,-1.2284546,-1.2912265,-1.5812964e-16,167.85162,-1.2284546,-1.1554534,-1.4150224e-16,168.62073,-1.2284546,-1.0684249,-1.3084432e-16,-252.31647,-294.6588,1.501847e-16,2.4527023,-143.31647,-21.228455,-143.31647,-21.228455,-282.31647,-60.228455,-282.31647,-60.228455,-282.31647,-60.228455,1.0,0.0,0.0,0.73333335,-10,1,1,0.24352552685181195,68,3,0.0,-1.4295454025268555,-0.7651410102844238,0.42454639077186584,0
530.74005,271.61346,-1.5764002,0.38499498,3.3811278,78.125,86.25,135.0,200.0,200.0,200.0,200.0,143.125,200.0,200.0,200.0,200.0,200.0,118.75,86.25,78.125,94.78528,-1.6134644,-1.6429566,-2.0120415e-16,164.02148,-1.6134644,-1.2414063,-1.5202842e-16,168.3725,-1.6134644,-1.0555418,-1.2926658e-16,169.22345,-1.6134644,-0.9736713,-1.1924035e-16,-250.74005,-292.66843,1.4545086e-16,2.3753927,-142.24005,-21.613464,-142.24005,-21.613464,-280.74005,-60.113464,-280.74005,-60.113464,-280.74005,-60.113464,1.0,0.0,0.0,0.76666665,-10,1,1,0.24352552685181195,68,3,0.0,0.8041369318962097,0.6941583752632141,0.4727945923805237,0
528.96436,272.18024,-1.7757195,0.56675875,3.4505436,78.125,94.375,159.375,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,110.625,86.25,78.125,94.71405,-2.1802368,-1.8469092,-2.2618114e-16,164.40472,-2.1802368,-1.3924617,-1.7052737e-16,169.1839,-2.1802368,-0.9642694,-1.1808894e-16,170.11182,-2.1802368,-0.88732094,-1.0866547e-16,-248.96436,-290.9347,1.4086622e-16,2.30052,-140.96436,-22.180237,-140.96436,-22.180237,-278.96436,-60.180237,-278.96436,-60.180237,-278.96436,-60.180237,1.0,0.0,0.0,0.8,-10,1,1,0.24352552685181195,68,3,0.0,-0.7469650506973267,-0.5733361840248108,0.4548674523830414,0
527.2459,272.622,-1.7184651,0.44175816,3.3932102,78.125,94.375,143.125,200.0,200.0,200.0,200.0,143.125,200.0,200.0,200.0,200.0,200.0,126.875,86.25,78.125,94.8078,-2.6220093,-1.6246982,-1.9896815e-16,164.78442,-2.6220093,-1.3387355,-1.639478e-16,169.80084,-2.6220093,-1.1014979,-1.3489459e-16,170.75757,-2.6220093,-1.0726819,-1.3136565e-16,-247.24591,-288.9093,1.5107013e-16,2.4671624,-139.74591,-22.62201,-139.74591,-22.62201,-277.2459,-60.12201,-277.2459,-60.12201,-277.2459,-60.12201,1.0,0.0,0.0,0.8333333,-10,1,1,0.24352552685181195,68,3,0.0,-0.3175916075706482,-2.7634966373443604,0.4472452402114868,0
525.5296,272.88425,-1.7163084,0.26223478,3.29321,78.125,94.375,126.875,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,151.25,94.375,78.125,94.695435,-2.8842468,-1.8286507,-2.2394514e-16,165.21362,-2.8842468,-1.2870822,-1.5762211e-16,170.51093,-2.8842468,-1.0062517,-1.232303e-16,171.49634,-2.8842468,-0.97755075,-1.1971544e-16,-245.5296,-286.78214,1.4630838e-16,2.3893971,-138.5296,-22.884247,-138.5296,-22.884247,-275.5296,-59.884247,-275.5296,-59.884247,-275.5296,-59.884247,1.0,0.0,0.0,0.8666667,-10,1,1,0.24352552685181195,68,3,0.0,0.42821210622787476,-0.18833006918430328,0.47293800115585327,0
523.68134,273.13113,-1.8482753,0.24687484,3.274377,78.125,94.375,126.875,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,159.375,102.5,86.25,94.93506,-3.131134,-1.6086365,-1.9700115e-16,165.82446,-3.131134,-1.2374219,-1.5154047e-16,171.2157,-3.131134,-1.1434802,-1.4003593e-16,172.45374,-3.131134,-0.8908563,-1.0909843e-16,-243.68134,-284.71494,1.4169673e-16,2.314083,-137.18134,-23.131134,-137.18134,-23.131134,-273.68134,-59.631134,-273.68134,-59.631134,-273.68134,-59.631134,1.0,0.0,0.0,0.9,-10,1,1,0.24352552685181195,68,3,0.0,0.5637165307998657,-0.4062005579471588,0.5067609548568726,0
521.6562,273.3183,-2.0251732,0.18717912,3.233757,86.25,94.375,126.875,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,175.625,102.5,86.25,95.147644,-3.3182983,-1.812589,-2.2197814e-16,166.46112,-3.3182983,-1.3884772,-1.7003942e-16,172.19623,-3.3182983,-1.0446038,-1.2792707e-16,173.40265,-3.3182983,-1.0762173,-1.317986e-16,-241.65619,-282.4214,1.5190063e-16,2.4807255,-135.65619,-23.318298,-135.65619,-23.318298,-271.6562,-59.3183,-271.6562,-59.3183,-271.6562,-59.3183,1.0,0.0,0.0,0.93333334,-10,1,1,0.24352552685181195,68,3,0.0,-1.2576013803482056,-0.18409062922000885,0.4827609956264496,0
519.74756,273.45932,-1.9086019,0.14102535,3.215348,86.25,94.375,126.875,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,183.75,110.625,86.25,95.039734,-3.45932,-2.0165417,-2.4695513e-16,167.03485,-3.45932,-1.3349047,-1.6347867e-16,173.15057,-3.45932,-0.9542773,-1.1686525e-16,174.3305,-3.45932,-0.9807726,-1.2011e-16,-239.74756,-280.15985,1.4711271e-16,2.4025328,-134.24756,-23.45932,-134.24756,-23.45932,-269.74756,-58.95932,-269.74756,-58.95932,-269.74756,-58.95932,1.0,0.0,0.0,0.96666664,-10,1,1,0.24352552685181195,68,3,0.0,1.0865849256515503,-2.4735212326049805,0.542760968208313,0
517.53455,273.4012,-2.2130425,-0.05809393,3.1153479,86.25,94.375,118.75,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,126.875,94.375,95.47882,-3.4012146,-1.7739214,-2.1724271e-16,167.96448,-3.4012146,-1.2833992,-1.5717108e-16,174.2721,-3.4012146,-1.0915058,-1.336709e-16,175.64972,-3.4012146,-0.89379245,-1.09458005e-16,-237.53455,-277.77496,1.4247569e-16,2.3268046,-132.53455,-23.401215,-132.53455,-23.401215,-267.53455,-58.401215,-267.53455,-58.401215,-267.53455,-58.401215,1.0,0.0,0.0,0.0,-10,1,1,0.24352552685181195,68,3,0.0,-2.3657145500183105,1.4570518732070923,0.5187609791755676,0
515.4464,273.5555,-2.0881124,0.15428928,3.215348,86.25,102.5,135.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,191.875,118.75,94.375,95.58911,-3.5555115,-1.9778739,-2.4221969e-16,168.81873,-3.5555115,-1.233881,-1.5110684e-16,175.3631,-3.5555115,-0.99712366,-1.2211243e-16,176.65869,-3.5555115,-1.0791534,-1.3215818e-16,-235.44641,-275.4358,1.526796e-16,2.493447,-130.94641,-23.555511,-130.94641,-23.555511,-265.4464,-58.05551,-265.4464,-58.05551,-265.4464,-58.05551,1.0,0.0,0.0,0.033333335,-10,1,1,0.24352552685181195,68,3,0.0,-0.23924091458320618,-1.9535431861877441,0.5130191445350647,0
513.382,273.5013,-2.0643845,-0.054191552,3.1153479,94.375,94.375,126.875,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,126.875,102.5,95.913574,-3.5013123,-1.7399058,-2.1307701e-16,169.49817,-3.5013123,-1.3849363,-1.6960579e-16,176.29315,-3.5013123,-1.1343521,-1.3891806e-16,177.73962,-3.5013123,-0.9834483,-1.2043768e-16,-233.38202,-272.96674,1.4786712e-16,2.4148533,-129.38202,-23.501312,-129.38202,-23.501312,-263.38202,-57.501312,-263.38202,-57.501312,-263.38202,-57.501312,1.0,0.0,0.0,0.06666667,-10,1,1,0.24352552685181195,68,3,0.0,-0.7932750582695007,-1.6681900024414062,0.4939804971218109,0
511.4278,273.2533,-1.9542255,-0.24802966,3.015348,94.375,94.375,118.75,183.75,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,151.25,102.5,95.92395,-3.253296,-1.9438584,-2.38054e-16,170.12091,-3.253296,-1.3315004,-1.6306177e-16,177.21112,-3.253296,-1.036265,-1.2690586e-16,178.7976,-3.253296,-0.8962309,-1.0975663e-16,-231.4278,-270.38,1.4320633e-16,2.3387368,-127.927795,-23.253296,-127.927795,-23.253296,-261.4278,-56.753296,-261.4278,-56.753296,-261.4278,-56.753296,1.0,0.0,0.0,0.1,-10,1,1,0.24352552685181195,68,3,0.0,-0.29747456312179565,1.5599863529205322,0.4868411123752594,0
509.49426,273.20255,-1.9335394,-0.050756775,3.1153479,94.375,102.5,126.875,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,135.0,102.5,96.14752,-3.2025452,-1.7099829,-2.0941251e-16,170.77429,-3.2025452,-1.2801263,-1.5677026e-16,178.198,-3.2025452,-0.94665956,-1.1593237e-16,179.64954,-3.2025452,-1.0815918,-1.324568e-16,-229.49426,-267.82385,1.5341023e-16,2.5053792,-126.49426,-23.202545,-126.49426,-23.202545,-259.49426,-56.202545,-259.49426,-56.202545,-259.49426,-56.202545,1.0,0.0,0.0,0.13333334,-10,1,1,0.24352552685181195,68,3,0.0,-0.8450320959091187,1.151047706604004,0.46656033396720886,0
507.66644,273.33762,-1.8278189,0.13505635,3.215348,94.375,110.625,143.125,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,126.875,102.5,96.0614,-3.337616,-1.9139354,-2.343895e-16,171.3714,-3.337616,-1.2307343,-1.5072149e-16,178.94196,-3.337616,-1.083888,-1.32738e-16,180.5791,-3.337616,-0.898256,-1.1000463e-16,-227.66644,-265.53253,1.4857471e-16,2.4264092,-125.16644,-23.337616,-125.16644,-23.337616,-257.66644,-55.837616,-257.66644,-55.837616,-257.66644,-55.837616,1.0,0.0,0.0,0.16666667,-10,1,1,0.24352552685181195,68,3,0.0,1.087349534034729,-1.1412585973739624,0.526560366153717,0
505.53436,273.28165,-2.1320672,-0.055968273,3.1153479,94.375,102.5,135.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,143.125,110.625,96.50983,-3.2816467,-1.6836601,-2.061889e-16,172.1217,-3.2816467,-1.3817897,-1.6922043e-16,180.08386,-3.2816467,-0.99016464,-1.2126019e-16,181.96521,-3.2816467,-0.7459966,-9.1358234e-17,-225.53436,-263.12662,1.4389163e-16,2.3499286,-123.53436,-23.281647,-123.53436,-23.281647,-255.53436,-55.281647,-255.53436,-55.281647,-255.53436,-55.281647,1.0,0.0,0.0,0.2,-10,1,1,0.24352552685181195,68,3,0.0,0.630449652671814,-1.2234630584716797,0.564387321472168,0
